,participant,original_text,text,label
1815,2, can we do it tomm,can we do it tomm,schedule_session_pm_today
1816,2, ok fine,ok fine,ok_ya
1818,1, Can you whatsApp me the Details,can you whatsapp I the detail,provide_number_contact
1819,2, I will ask my team to send you an email,will ask my team to send you an email,send_email_team
1820,1, Plz whatsapp me at 9353030898,plz whatsapp I at,provide_number_contact
1821,2, ok.. will ask my team ..,ok will ask my team,send_email_team
1822,1, What is the duration of Projects,what be the duration of project,want_project_level
1823,1, and what is the fees,and what be the fee,look_price_fee
1825,1, I am looking only for AWS,be look only for aws,look_project_aws
1826,1, this is entire cloud suite,this be entire cloud suite,look_project_aws
1831,1, what is the fee,what be the fee,look_price_fee
1835,2, personal annual plan : Rs 72000,personal annual plan rs,rs_subscroption_plan_price
1836,1, let me check and ping you in 2 mins,let I check and pe you in min,like_project_month
1839,1, I am working as Data Engineer,be work as datum engineer,look_project_data_science
1840,1, just came across this site and checking the benefits and features in this,just come across this site and check the benefit and feature in this,like_project_month
1844,1, I see 6k per month,see per month,pay_subscription_month
1846,2, We bill annually,we bill annually,like_project_month
1847,2, we have an amazing discout offer going on ...,we have an amazing discout offer go on,help_discount_price
1850,1, I need few details on EMI part,need few detail on emi part,pay_card_emi_cost
1853,2, we have a 12 month no cost emi using a credit card,we have month no cost emi use credit card,pay_card_emi_cost
1854,1, Okay that means.. we need to pay 70k initially then we need to clear that using monthly EMI till 12 months. Is my understanding correct ?,okay that mean we need to pay initially then we need to clear that use monthly emi till month be my understanding correct,pay_card_emi_cost
1855,2, let me explain,let I explain,like_project_month
1856,2, Price as of now for Personal Annual Plan : Rs 72000,price as of now for personal annual plan rs,rs_subscroption_plan_price
1857,2," we have a discount offer going on where if you enroll by today or tomm before 6 pm , the price will be Rs 52000",we have discount offer go on where if you enroll by today or tomm before pm the price will be rs,help_discount_price
1858,2," Now , using a credit card, we can provide a 12 month no cost emi",now use credit card we can provide month no cost emi,pay_card_emi_cost
1859,2, where emi you pay will be Rs 4334 every month,where emi you pay will be rs every month,pay_card_emi_cost
1860,2, so the amount in your credir card will get blocked and every month you pay Rs 4334 to your card,so the amount in your credir card will get block and every month you pay rs to your card,use_card_credit
1861,1, okay got it ! Thanks for detailed explanation !,okay get it thank for detailed explanation,thank_anjali_help_time
1863,1, In my view my budget is little tight.. so again I will get back to you,in my view my budget be little tight so again will get back to you,look_price_fee
1865,1, mail id ->,mail,send_email_team
1866,2," lets do one thing ,",let do one thing,like_project_month
1869,1, Is there any way I can filter my search for the levels?,be there any way can filter my search for the level,let_link_way_level
1870,1, I want only intermediate or expert level projects,want only intermediate or expert level project,want_project_level
1873,2, yes you can filter the projects based on the complexity levels,yes you can filter the project base on the complexity level,like_project_month
1874,1, how to do that,how to do that,enroll_projectpro_today_process
1876,1, I am going to enrol but right now i am just exploring if itmeets my requirements,be go to enrol but right now be just explore if itmeet my requirement,like_project_month
1878,2, you can   customize the learning path and initial  few projects  on the list are basics and rest are intermediate and complex,you can customize the learning path and initial few project on the list be basic and rest be intermediate and complex,like_project_month
1879,2, For enrolled clients our team guides them with the info,for enrol client our team guide they with the info,send_email_team
1881,1, i will enrol and then explore.,will enrol and then explore,arrange_conversation_level_team
1883,2, you can explore with out enrolling also,you can explore with out enrolling also,enroll_projectpro_today_process
1884,2, are you looking to enroll now,be you look to enroll now,enrol_course_student
1886,1, Hi I am trying to pay the fee from Visa card from Canada,hi be try to pay the fee from visa card from canada,pay_card_emi_cost
1887,1, It did not go through,it do not go through,want_knwthank_case_account
1889,2, would you like to pay through paypal,would you like to pay through paypal,like_project_month
1890,2, we have that option also,we have that option also,provide_trial_platform_demo
1891,1, It is subscribed successfully,it be subscribe successfully,pay_subscription_month
1894,2, its done,its do,like_kathamndu_shot
1895,1, Hi I am trying to signing in but it does not work,hi be try to sign in but it do not work,like_project_month
1896,1, it is good now,it be good now,ok_laptop_fine_thank
1897,2, login id is your email,login be your email,click_address_email_password
1899,2, changing password is mandatory,change password be mandatory,click_address_email_password
1900,2, you will be getting an email for onboarding please attend that,you will be get an email for onboarde please attend that,send_email_team
1902,1, I requested for a demo,request for demo,demo_demo_session
1904,1, I requested for a demo yesterday,request for demo yesterday,demo_demo_session
1905,1, but didnt got any invite...,but do not get any invite,like_project_month
1907,2, may i have your email address ',may have your email address,click_address_email_password
