participant,original_text,text,label,label_number,type
2,our team have emailled the link. shopse is out financial partner who converts the total amt into 12 no cost emi,team emaille link shopse financial partner convert total amt cost emi,enrollment,7,Response
2,iconic skills india pvt ltd is our registered company name,iconic skill india pvt ltd register company name,enrollment,7,Response
1,Hello Sure,hello sure,greetings,14,Query
1,wondering do you guys have charges,wonder guy charge,cost_discussion,2,Query
1,to sign up for prjects,sign prject,cost_discussion,2,Query
2,yes its a paid platform,yes pay platform,cost_discussion,2,Response
2,annual plan at $ 876\,annual plan,cost_discussion,2,Response
1,any discount offer at the moment,discount offer moment,discount,5,Query
1,can you send me details on,send detail,client_info,6,Query
2,"if you you are planning to enroll now , we can get an approval  the discount offer from the accounts team",plan enroll get approval discount offer account team,enrollment,7,Response
1,please send me detials i am looking to get into machine learning projects,please send detial look get machine learning project,project_want,8,Response
1,for data scientist /Data anaylst role,datum scientist datum anaylst role,project_want,8,Response
1,Sure lets do that on monday - 28,sure let monday,trial_demo_discussion,3,Response
2,what time would you prefer,time would prefer,trial_demo_discussion,3,Query
1,11:OO am Est,oo,trial_demo_discussion,3,Response
2,okm sure,okm sure,agree,4,Response
2,we have discount offer gooing on now ... by Monday it will get expired,discount offer gooing monday get expire,discount,5,Response
2,can we do the demo session today or tomm ?,demo session today tomm,trial_demo_discussion,3,Query
1,what is good time for tomorroe,good time tomorroe,trial_demo_discussion,3,Query
1,tomorrow,tomorrow,trial_demo_discussion,3,Response
2,we work 24 hra a day ..,work hra day,trial_demo_discussion,3,Response
2,please let me know as per your availabiility,please let know per availabiility,trial_demo_discussion,3,Query
1,3:00 pm Est,pm est,trial_demo_discussion,3,Response
1,what you discount offer at the moment,discount offer moment,discount,5,Query
2,the offer is $ 150 discount on the annual plan,offer discount annual plan,discount,5,Response
1,k,ok,agree,4,Response
2,so your effective pricing will be $ 730,effective pricing,cost_discussion,2,Response
2,but is valid till 11 am est tomm ..,valid till est tomm,cost_discussion,2,Response
1,k get discuss tomorrow,ok get discuss tomorrow,project_information,1,Response
2,ok sure .. will try to push it till tomorrow evening .,ok sure try push till tomorrow evening,project_information,1,Response
1,k thankyou,ok thankyou,agree,4,Response
1,i want to download cloudera,want download cloudera,project_want,8,Query
1,can i get help,get help,project_want,8,Query
1,i mean downloading cloudera quik start machine,mean download cloudera quik start machine,project_want,8,Query
2,have you enrolled with us ?,enrol,project_information,1,Query
1,not yet,yet,other,11,Response
2,our product team might help you upon membership,product team might help upon membership,project_information,1,Response
1,what type of services can i get ?,type service get,project_information,1,Query
1,should i enroll all the project ?,enroll project,project_information,1,Query
2,its a subscription,subscription,project_information,1,Response
2,you will get access to all projects,get access project,project_information,1,Response
1,monthly sub ?,monthly sub,project_information,1,Query
2,we do not have monthly plans,monthly plan,project_information,1,Response
1,or which criteria ?,criteria,project_information,1,Query
1,ok understood,ok understand,project_information,1,Response
1,what type of plugin are you ?,type plugin,project_information,1,Query
1,should i have a good laptoop to ensure the project ?,good laptoop ensure project,project_information,1,Query
1,or a meduim laptoop is enough ?,meduim laptoop enough,project_information,1,Query
2,a regular laptop is fine,regular laptop fine,project_information,1,Response
1,it's fine,fine,agree,4,Response
1,let's go,let go,other,11,Response
1,and grow the kowleage with courses and practice in project side,grow kowleage course practice project side,project_information,1,Response
1,thank,thank,agree,4,Response
2,ok',ok,agree,4,Response
1,Anjali thanks again for your help,anjali thank help,agree,4,Response
1,what kind of email personnal or pro or academic ?,kind email personnal pro academic,client_info,6,Query
1,Can you pls help me understand how 6month plan is costlier than annual,pls help understand month plan costly annual,cost_discussion,2,Query
1,6 months - 8600,month,cost_discussion,2,Response
1,annual - 4800,annual,cost_discussion,2,Response
2,8600/-  is the emi,emi,cost_discussion,2,Response
1,oh..,oh,other,11,Response
1,thats EMI,emi,cost_discussion,2,Response
1,got it now,get,agree,4,Response
1,is there a eg vedio which walks through a lab vedio,eg vedio walk lab vedio,trial_demo_discussion,3,Query
1,just to understand,understand,trial_demo_discussion,3,Query
2,i can arrange a demo,arrange demo,trial_demo_discussion,3,Query
1,that will be great,great,trial_demo_discussion,3,Response
1,Kiran,kiran,client_info,6,Response
2,let me know your convenient time for the demo,let know convenient time demo,trial_demo_discussion,3,Query
1,can we have at 12 noon now,noon,trial_demo_discussion,3,Query
1,in 50mins,min,trial_demo_discussion,3,Query
1,Thats great..,great,agree,4,Response
2,please provide your contact number also,please provide contact number also,provide_contact,12,Query
1,is that confirmed,confirm,trial_demo_discussion,3,Query
2,the team have send a calendar invitation,team send calendar invitation,trial_demo_discussion,3,Response
1,yes I got inivte,yes get inivte,agree,4,Response
1,wanted t oknow the fees,want oknow fee,cost_discussion,2,Query
1,machine learning,machine learning,project_information,1,Query
1,is there any short duration?,short duration,project_information,1,Query
1,even no demo video is available,even demo video available,trial_demo_discussion,3,Query
1,anytime after 7,anytime,trial_demo_discussion,3,Response
2,will send an invitation,send invitation,trial_demo_discussion,3,Response
1,Personal 6 Month,personal month,project_information,1,Response
1,6 months 12k,month ok,cost_discussion,2,Response
1,oh i c 12k per month,oh ok per month,cost_discussion,2,Response
1,and any refund ?,refund,refund_info,9,Query
1,if course dsnt satisfy,course dsnt satisfy,refund_info,9,Query
